			DocID: 53 <TITLE> Freq=(46) Rank: 10.0  TF-IDF=(0.0), DocID: 54 <TITLE> Freq=(46) Rank: 10.0  TF-IDF=(0.0), DocID: 55 <TITLE> Freq=(183) Rank: 10.0  TF-IDF=(0.0), DocID: 56 <TITLE> Freq=(183) Rank: 10.0  TF-IDF=(0.0), DocID: 57 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 58 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 59 <TITLE> Freq=(142) Rank: 10.0  TF-IDF=(0.0), DocID: 50 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0), DocID: 51 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0), DocID: 52 <TEXT> Freq=(182) Rank: 0.0  TF-IDF=(0.0)
education			DocID: 57 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 58 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 59 <TEXT> Freq=(2) Rank: 0.6894111621203779  TF-IDF=(1.0216512475319814), DocID: 50 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 51 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 52 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907)
educational			DocID: 50 <TEXT> Freq=(8) Rank: 0.8812336765238492  TF-IDF=(4.086604990127926), DocID: 51 <TEXT> Freq=(8) Rank: 0.8812336765238492  TF-IDF=(4.086604990127926), DocID: 52 <TEXT> Freq=(8) Rank: 0.8812336765238492  TF-IDF=(4.086604990127926), DocID: 57 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 58 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 59 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907)
education   educational			DocID: 50 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 51 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 52 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722)
edward			DocID: 55 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006), DocID: 56 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006)
eecs  1			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
effective			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
effectiveness			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
effects			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
efficiency			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
efficiently			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
effort			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
eight			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
eighth			DocID: 50 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 51 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086), DocID: 52 <TEXT> Freq=(3) Rank: 1.6898906263045042  TF-IDF=(3.6119184129778086)
eiter			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
elaborate			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
elaborations			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
elad  47			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
elaine			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
electricat			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
electro			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
electromagnets			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
electronic			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
eleventh			DocID: 50 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 51 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 52 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722)
eliza			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
elmer			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
elsevier			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
elsie			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
email			DocID: 53 <TEXT> Freq=(2) Rank: 2.471570292060388  TF-IDF=(3.2188758248682006), DocID: 54 <TEXT> Freq=(2) Rank: 2.471570292060388  TF-IDF=(3.2188758248682006)
embark			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
embodiment			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
emea			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
emil			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
emma  49			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
emotion			DocID: 50 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 51 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 52 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722)
emotional			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
emotions			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
emycin			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
encoded			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
end			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
endgame			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
energy			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
energy  15			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
enforcement  35			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
engadget  3			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
engadget  5368			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
engagement			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
engelbart			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
engine			DocID: 53 <TEXT> Freq=(1) Rank: 0.44453196455838256  TF-IDF=(0.3566749439387324), DocID: 54 <TEXT> Freq=(1) Rank: 0.44453196455838256  TF-IDF=(0.3566749439387324), DocID: 57 <TEXT> Freq=(1) Rank: 0.36324287129514893  TF-IDF=(0.3566749439387324), DocID: 58 <TEXT> Freq=(1) Rank: 0.36324287129514893  TF-IDF=(0.3566749439387324), DocID: 59 <TEXT> Freq=(1) Rank: 0.36324287129514893  TF-IDF=(0.3566749439387324), DocID: 55 <TEXT> Freq=(1) Rank: 0.3499518607278631  TF-IDF=(0.3566749439387324), DocID: 56 <TEXT> Freq=(1) Rank: 0.3499518607278631  TF-IDF=(0.3566749439387324)
engineer			DocID: 50 <TEXT> Freq=(3) Rank: 0.7169924687473299  TF-IDF=(1.5324768712979722), DocID: 51 <TEXT> Freq=(3) Rank: 0.7169924687473299  TF-IDF=(1.5324768712979722), DocID: 52 <TEXT> Freq=(3) Rank: 0.7169924687473299  TF-IDF=(1.5324768712979722), DocID: 57 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 58 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 59 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907)
engineering  4983			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
engineering  58			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
engineers			DocID: 50 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 51 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722), DocID: 52 <TEXT> Freq=(2) Rank: 1.470619541971128  TF-IDF=(2.4079456086518722)
engineer  33			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
engineer  3964			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
england			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
english			DocID: 55 <TEXT> Freq=(4) Rank: 1.100578008469203  TF-IDF=(2.772588722239781), DocID: 56 <TEXT> Freq=(4) Rank: 1.100578008469203  TF-IDF=(2.772588722239781), DocID: 50 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 51 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 52 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453)
enhanced			DocID: 57 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 58 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 59 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 50 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 51 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 52 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907)
enough			DocID: 55 <TEXT> Freq=(3) Rank: 1.029828520486177  TF-IDF=(2.0794415416798357), DocID: 56 <TEXT> Freq=(3) Rank: 1.029828520486177  TF-IDF=(2.0794415416798357), DocID: 50 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 51 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453), DocID: 52 <TEXT> Freq=(1) Rank: 0.6094307955375805  TF-IDF=(0.6931471805599453)
enriched			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
ensure			DocID: 57 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086), DocID: 58 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086), DocID: 59 <TEXT> Freq=(3) Rank: 1.8224352661527665  TF-IDF=(3.6119184129778086)
entertainment			DocID: 50 <TEXT> Freq=(10) Rank: 2.1357001545019054  TF-IDF=(12.03972804325936), DocID: 51 <TEXT> Freq=(10) Rank: 2.1357001545019054  TF-IDF=(12.03972804325936), DocID: 52 <TEXT> Freq=(10) Rank: 2.1357001545019054  TF-IDF=(12.03972804325936)
environment			DocID: 57 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 58 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 59 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 50 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 51 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 52 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907)
envisioned			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
episode			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
episodes:			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
eqp			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
equally			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
equifax			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
era			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
eric			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
eric  50			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
erman			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
ermon			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
errors			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
essential			DocID: 55 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003), DocID: 56 <TEXT> Freq=(1) Rank: 1.5791010884101484  TF-IDF=(1.6094379124341003)
establish			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
established			DocID: 55 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006), DocID: 56 <TEXT> Freq=(2) Rank: 2.118780648751992  TF-IDF=(3.2188758248682006)
establishing			DocID: 55 <TEXT> Freq=(2) Rank: 0.9125091571170186  TF-IDF=(1.3862943611198906), DocID: 56 <TEXT> Freq=(2) Rank: 0.9125091571170186  TF-IDF=(1.3862943611198906), DocID: 57 <TEXT> Freq=(1) Rank: 0.7059110161098981  TF-IDF=(0.6931471805599453), DocID: 58 <TEXT> Freq=(1) Rank: 0.7059110161098981  TF-IDF=(0.6931471805599453), DocID: 59 <TEXT> Freq=(1) Rank: 0.7059110161098981  TF-IDF=(0.6931471805599453)
estimate			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
etymology			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
europe			DocID: 57 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 58 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722), DocID: 59 <TEXT> Freq=(2) Rank: 1.6248838186157863  TF-IDF=(2.4079456086518722)
europe  11			DocID: 57 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 58 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 59 <TEXT> Freq=(1) Rank: 0.5202321314159015  TF-IDF=(0.5108256237659907), DocID: 50 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 51 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907), DocID: 52 <TEXT> Freq=(1) Rank: 0.4491295283365368  TF-IDF=(0.5108256237659907)
europe   germany   bavaria			DocID: 50 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 51 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361), DocID: 52 <TEXT> Freq=(1) Rank: 1.0585603238741175  TF-IDF=(1.2039728043259361)
evaluate			DocID: 57 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 58 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361), DocID: 59 <TEXT> Freq=(1) Rank: 1.2261431475257998  TF-IDF=(1.2039728043259361)
