
DISPLAYING RESULTS FROM QUERY: 
"democrats" , "welfare" , "healthcare" , "reform" , "policies" 
629 MATCHES AT THE FOLLOWING DOCUMENTS:
ORDERED BY BM25 VALUE:
Document ID: 6940	Score: 23.525414837602973
Document ID: 3682	Score: 12.90122359506486
Document ID: 18796	Score: 12.88864544961261
Document ID: 1001	Score: 12.887150057598681
Document ID: 2193	Score: 12.887150057598681
Document ID: 2374	Score: 12.887150057598681
Document ID: 6749	Score: 12.887150057598681
Document ID: 7673	Score: 12.887150057598681
Document ID: 8538	Score: 12.887150057598681
Document ID: 9726	Score: 12.887150057598681
Document ID: 10067	Score: 12.887150057598681
Document ID: 10069	Score: 12.887150057598681
Document ID: 10483	Score: 12.887150057598681
Document ID: 10790	Score: 12.887150057598681
Document ID: 10841	Score: 12.887150057598681
Document ID: 11999	Score: 12.887150057598681
Document ID: 12165	Score: 12.887150057598681
Document ID: 12358	Score: 12.887150057598681
Document ID: 12546	Score: 12.887150057598681
Document ID: 15397	Score: 12.887150057598681
Document ID: 19696	Score: 12.887150057598681
Document ID: 19967	Score: 12.887150057598681
Document ID: 20489	Score: 12.887150057598681
Document ID: 21270	Score: 12.887150057598681
Document ID: 21294	Score: 12.887150057598681
Document ID: 2435	Score: 12.885463559124759
Document ID: 5552	Score: 12.885463559124759
Document ID: 10978	Score: 12.885463559124759
Document ID: 11672	Score: 12.876981517079024
Document ID: 9355	Score: 12.87084459348588
Document ID: 10975	Score: 12.87084459348588
Document ID: 11985	Score: 12.87084459348588
Document ID: 473	Score: 12.867160343841912
Document ID: 12284	Score: 12.867160343841912
Document ID: 15557	Score: 12.867160343841912
Document ID: 20751	Score: 12.867160343841912
Document ID: 17573	Score: 12.866680002532139
Document ID: 556	Score: 12.860903316137177
Document ID: 650	Score: 12.860903316137177
Document ID: 978	Score: 12.860903316137177
Document ID: 1339	Score: 12.860903316137177
Document ID: 1340	Score: 12.860903316137177
Document ID: 1673	Score: 12.860903316137177
Document ID: 2673	Score: 12.860903316137177
Document ID: 5075	Score: 12.860903316137177
Document ID: 5642	Score: 12.860903316137177
Document ID: 6818	Score: 12.860903316137177
Document ID: 8411	Score: 12.860903316137177
Document ID: 9387	Score: 12.860903316137177
Document ID: 14395	Score: 12.860903316137177
Document ID: 15698	Score: 12.860903316137177
Document ID: 17640	Score: 12.860903316137177
Document ID: 18729	Score: 12.860903316137177
Document ID: 20505	Score: 12.860903316137177
Document ID: 20594	Score: 12.860903316137177
Document ID: 21314	Score: 12.860903316137177
Document ID: 15318	Score: 12.860903316137177
Document ID: 15121	Score: 12.856685248498549
Document ID: 11438	Score: 12.853716871158376
Document ID: 5525	Score: 12.84890905257405
Document ID: 6546	Score: 12.84890905257405
Document ID: 11497	Score: 12.84890905257405
Document ID: 15786	Score: 12.84890905257405
Document ID: 1960	Score: 12.842116043657331
Document ID: 8711	Score: 12.842116043657331
Document ID: 15	Score: 12.834763268746654
Document ID: 724	Score: 12.834763268746654
Document ID: 3071	Score: 12.834763268746654
Document ID: 4556	Score: 12.834763268746654
Document ID: 6630	Score: 12.834763268746654
Document ID: 7085	Score: 12.834763268746654
Document ID: 7379	Score: 12.834763268746654
Document ID: 9108	Score: 12.834763268746654
Document ID: 9337	Score: 12.834763268746654
Document ID: 11708	Score: 12.834763268746654
Document ID: 15516	Score: 12.834763268746654
Document ID: 16791	Score: 12.834763268746654
Document ID: 18314	Score: 12.834763268746654
Document ID: 19622	Score: 12.834763268746654
Document ID: 19351	Score: 12.830709464680886
Document ID: 11074	Score: 12.823532182268789
Document ID: 17571	Score: 12.813412910344253
Document ID: 2045	Score: 12.812561360770445
Document ID: 12034	Score: 12.812561360770445
Document ID: 13030	Score: 12.812561360770445
Document ID: 19073	Score: 12.812561360770445
Document ID: 3664	Score: 12.809004229898097
Document ID: 469	Score: 12.808729266173131
Document ID: 3063	Score: 12.808729266173131
Document ID: 3263	Score: 12.808729266173131
Document ID: 3400	Score: 12.808729266173131
Document ID: 5487	Score: 12.808729266173131
Document ID: 8322	Score: 12.808729266173131
Document ID: 10572	Score: 12.808729266173131
Document ID: 11039	Score: 12.808729266173131
Document ID: 12529	Score: 12.808729266173131
Document ID: 16516	Score: 12.808729266173131
Document ID: 16742	Score: 12.808729266173131
Document ID: 17361	Score: 12.808729266173131
Document ID: 17388	Score: 12.808729266173131
Document ID: 17921	Score: 12.808729266173131
Document ID: 18387	Score: 12.808729266173131
Document ID: 18388	Score: 12.808729266173131
Document ID: 18635	Score: 12.808729266173131
Document ID: 19943	Score: 12.808729266173131
Document ID: 15569	Score: 12.80035804039998
Document ID: 18628	Score: 12.80035804039998
Document ID: 282	Score: 12.794464522690262
Document ID: 12083	Score: 12.794464522690262
Document ID: 5641	Score: 12.782800664419744
Document ID: 8804	Score: 12.782800664419744
Document ID: 9645	Score: 12.782800664419744
Document ID: 9666	Score: 12.782800664419744
Document ID: 12873	Score: 12.782800664419744
Document ID: 15783	Score: 12.782800664419744
Document ID: 15837	Score: 12.782800664419744
Document ID: 16224	Score: 12.782800664419744
Document ID: 18117	Score: 12.782800664419744
Document ID: 19381	Score: 12.782800664419744
Document ID: 20752	Score: 12.782800664419744
Document ID: 1501	Score: 12.778036997446577
Document ID: 2081	Score: 12.776418733518625
Document ID: 6087	Score: 12.776418733518625
Document ID: 16986	Score: 12.776418733518625
Document ID: 16169	Score: 12.761492893607464
Document ID: 435	Score: 12.75842377755592
Document ID: 6430	Score: 12.75842377755592
Document ID: 17099	Score: 12.75842377755592
Document ID: 543	Score: 12.756976824693645
Document ID: 785	Score: 12.756976824693645
Document ID: 1903	Score: 12.756976824693645
Document ID: 2180	Score: 12.756976824693645
Document ID: 2311	Score: 12.756976824693645
Document ID: 3437	Score: 12.756976824693645
Document ID: 5385	Score: 12.756976824693645
Document ID: 6056	Score: 12.756976824693645
Document ID: 6841	Score: 12.756976824693645
Document ID: 8336	Score: 12.756976824693645
Document ID: 10363	Score: 12.756976824693645
Document ID: 11473	Score: 12.756976824693645
Document ID: 13121	Score: 12.756976824693645
Document ID: 14926	Score: 12.756976824693645
Document ID: 14980	Score: 12.756976824693645
Document ID: 17009	Score: 12.756976824693645
Document ID: 18063	Score: 12.756976824693645
Document ID: 18169	Score: 12.756976824693645
Document ID: 18227	Score: 12.756976824693645
Document ID: 19469	Score: 12.756976824693645
Document ID: 20307	Score: 12.756976824693645
Document ID: 18138	Score: 12.756795372342065
Document ID: 3363	Score: 12.755721073316009
Document ID: 5104	Score: 12.749600512705369
Document ID: 545	Score: 12.74452223651601
Document ID: 15571	Score: 12.740479440316038
Document ID: 18663	Score: 12.740479440316038
Document ID: 4231	Score: 12.731257113353534
Document ID: 4908	Score: 12.731257113353534
Document ID: 6039	Score: 12.731257113353534
Document ID: 10182	Score: 12.731257113353534
Document ID: 14056	Score: 12.731257113353534
Document ID: 16369	Score: 12.731257113353534
Document ID: 18220	Score: 12.731257113353534
Document ID: 18528	Score: 12.731257113353534
Document ID: 18813	Score: 12.731257113353534
Document ID: 19051	Score: 12.731257113353534
Document ID: 21402	Score: 12.731257113353534
Document ID: 457	Score: 12.731257113353534
Document ID: 19411	Score: 12.73063931468974
Document ID: 4651	Score: 12.722585508517842
Document ID: 4718	Score: 12.722585508517842
Document ID: 8010	Score: 12.722585508517842
Document ID: 18084	Score: 12.722585508517842
Document ID: 18658	Score: 12.722585508517842
Document ID: 6592	Score: 12.716786605968641
Document ID: 448	Score: 12.715875403371156
Document ID: 5643	Score: 12.715875403371156
Document ID: 4959	Score: 12.70794683708636
Document ID: 7863	Score: 12.70794683708636
Document ID: 980	Score: 12.705640901857853
Document ID: 2912	Score: 12.705640901857853
Document ID: 4163	Score: 12.705640901857853
Document ID: 4848	Score: 12.705640901857853
Document ID: 7639	Score: 12.705640901857853
Document ID: 9064	Score: 12.705640901857853
Document ID: 9330	Score: 12.705640901857853
Document ID: 9976	Score: 12.705640901857853
Document ID: 10490	Score: 12.705640901857853
Document ID: 11342	Score: 12.705640901857853
Document ID: 12425	Score: 12.705640901857853
Document ID: 12515	Score: 12.705640901857853
Document ID: 14087	Score: 12.705640901857853
Document ID: 17011	Score: 12.705640901857853
Document ID: 17483	Score: 12.705640901857853
Document ID: 18601	Score: 12.705640901857853
Document ID: 19452	Score: 12.705640901857853
Document ID: 20352	Score: 12.705640901857853
Document ID: 3743	Score: 12.704741770076723
Document ID: 11680	Score: 12.704741770076723
Document ID: 17713	Score: 12.704741770076723
Document ID: 18980	Score: 12.704741770076723
Document ID: 17612	Score: 12.69318873895836
Document ID: 5116	Score: 12.689171434185864
Document ID: 3271	Score: 12.686948014096224
Document ID: 4690	Score: 12.686948014096224
Document ID: 15974	Score: 12.686948014096224
Document ID: 18229	Score: 12.686948014096224
Document ID: 6726	Score: 12.681875736517222
Document ID: 1077	Score: 12.68012756671356
Document ID: 2464	Score: 12.68012756671356
Document ID: 3381	Score: 12.68012756671356
Document ID: 5353	Score: 12.68012756671356
Document ID: 5713	Score: 12.68012756671356
Document ID: 5889	Score: 12.68012756671356
Document ID: 6884	Score: 12.68012756671356
Document ID: 9668	Score: 12.68012756671356
Document ID: 11187	Score: 12.68012756671356
Document ID: 11677	Score: 12.68012756671356
Document ID: 12090	Score: 12.68012756671356
Document ID: 12573	Score: 12.68012756671356
Document ID: 12586	Score: 12.68012756671356
Document ID: 12759	Score: 12.68012756671356
Document ID: 12836	Score: 12.68012756671356
Document ID: 12867	Score: 12.68012756671356
Document ID: 12905	Score: 12.68012756671356
Document ID: 2924	Score: 12.678969816818807
Document ID: 1133	Score: 12.670582881898774
Document ID: 12981	Score: 12.669204030859726
Document ID: 4425	Score: 12.663337009694555
Document ID: 3026	Score: 12.661675938120457
Document ID: 2207	Score: 12.660529125007681
Document ID: 3406	Score: 12.660529125007681
Document ID: 19330	Score: 12.660529125007681
Document ID: 21334	Score: 12.660529125007681
Document ID: 19596	Score: 12.659310121327689
Document ID: 2378	Score: 12.654716489425557
Document ID: 2797	Score: 12.654716489425557
Document ID: 4568	Score: 12.654716489425557
Document ID: 7042	Score: 12.654716489425557
Document ID: 8905	Score: 12.654716489425557
Document ID: 9390	Score: 12.654716489425557
Document ID: 11105	Score: 12.654716489425557
Document ID: 11210	Score: 12.654716489425557
Document ID: 15093	Score: 12.654716489425557
Document ID: 17110	Score: 12.654716489425557
Document ID: 17626	Score: 12.654716489425557
Document ID: 18872	Score: 12.654716489425557
Document ID: 20008	Score: 12.654716489425557
Document ID: 20406	Score: 12.654716489425557
Document ID: 8449	Score: 12.651509611822211
Document ID: 16261	Score: 12.651509611822211
Document ID: 20549	Score: 12.651509611822211
Document ID: 9462	Score: 12.647972825633312
Document ID: 10875	Score: 12.647972825633312
Document ID: 10554	Score: 12.64416465994483
Document ID: 1380	Score: 12.63460023887074
Document ID: 3797	Score: 12.634299341497494
Document ID: 18650	Score: 12.634299341497494
Document ID: 7107	Score: 12.633864549602098
Document ID: 8526	Score: 12.633864549602098
Document ID: 19724	Score: 12.633864549602098
Document ID: 1315	Score: 12.629407056446706
Document ID: 4655	Score: 12.629407056446706
Document ID: 9242	Score: 12.629407056446706
Document ID: 10145	Score: 12.629407056446706
Document ID: 11726	Score: 12.629407056446706
Document ID: 13079	Score: 12.629407056446706
Document ID: 14267	Score: 12.629407056446706
Document ID: 15616	Score: 12.629407056446706
Document ID: 17723	Score: 12.629407056446706
Document ID: 19477	Score: 12.629407056446706
Document ID: 19737	Score: 12.629407056446706
Document ID: 19959	Score: 12.629407056446706
Document ID: 20276	Score: 12.629407056446706
Document ID: 10934	Score: 12.620655389724817
Document ID: 1047	Score: 12.616268637973125
Document ID: 20311	Score: 12.616268637973125
Document ID: 1164	Score: 12.613463960974194
Document ID: 2220	Score: 12.613463960974194
Document ID: 14469	Score: 12.613463960974194
Document ID: 5478	Score: 12.613463960974194
Document ID: 6157	Score: 12.609419602016352
Document ID: 5828	Score: 12.60419865912845
Document ID: 7136	Score: 12.60419865912845
Document ID: 7701	Score: 12.60419865912845
Document ID: 10114	Score: 12.60419865912845
Document ID: 11251	Score: 12.60419865912845
Document ID: 12221	Score: 12.60419865912845
Document ID: 12236	Score: 12.60419865912845
Document ID: 17693	Score: 12.60419865912845
Document ID: 19762	Score: 12.60419865912845
Document ID: 20693	Score: 12.60419865912845
Document ID: 20709	Score: 12.60419865912845
Document ID: 2470	Score: 12.598721671856334
Document ID: 3403	Score: 12.598721671856334
Document ID: 14736	Score: 12.598721671856334
Document ID: 15511	Score: 12.593455701384894
Document ID: 3115	Score: 12.593172418228288
Document ID: 13656	Score: 12.58122344731209
Document ID: 21466	Score: 12.58122344731209
Document ID: 16032	Score: 12.58122344731209
Document ID: 705	Score: 12.579090693672018
Document ID: 733	Score: 12.579090693672018
Document ID: 1822	Score: 12.579090693672018
Document ID: 4269	Score: 12.579090693672018
Document ID: 5209	Score: 12.579090693672018
Document ID: 6795	Score: 12.579090693672018
Document ID: 11078	Score: 12.579090693672018
Document ID: 12048	Score: 12.579090693672018
Document ID: 12725	Score: 12.579090693672018
Document ID: 16117	Score: 12.579090693672018
Document ID: 18682	Score: 12.579090693672018
Document ID: 18685	Score: 12.579090693672018
Document ID: 19119	Score: 12.579090693672018
Document ID: 10065	Score: 12.5667474277854
Document ID: 15487	Score: 12.5667474277854
Document ID: 2054	Score: 12.563773761532183
Document ID: 5071	Score: 12.563773761532183
Document ID: 11737	Score: 12.563773761532183
Document ID: 14697	Score: 12.563773761532183
Document ID: 19952	Score: 12.563773761532183
Document ID: 8940	Score: 12.558750729366567
Document ID: 681	Score: 12.554082561080225
Document ID: 1831	Score: 12.554082561080225
Document ID: 3466	Score: 12.554082561080225
Document ID: 9031	Score: 12.554082561080225
Document ID: 11559	Score: 12.554082561080225
Document ID: 17833	Score: 12.554082561080225
Document ID: 18240	Score: 12.554082561080225
Document ID: 20690	Score: 12.554082561080225
Document ID: 16354	Score: 12.552875285590957
Document ID: 2791	Score: 12.547675993273652
Document ID: 5712	Score: 12.546372412832
Document ID: 6944	Score: 12.546372412832
Document ID: 12432	Score: 12.536810647985599
Document ID: 3166	Score: 12.529173667109829
Document ID: 8406	Score: 12.529173667109829
Document ID: 11094	Score: 12.529173667109829
Document ID: 12682	Score: 12.529173667109829
Document ID: 13052	Score: 12.529173667109829
Document ID: 17855	Score: 12.529173667109829
Document ID: 1502	Score: 12.529019200642745
Document ID: 1509	Score: 12.529019200642745
Document ID: 7024	Score: 12.529019200642745
Document ID: 7361	Score: 12.525966656897301
Document ID: 11891	Score: 12.525966656897301
Document ID: 12203	Score: 12.520945664008334
Document ID: 15839	Score: 12.520375666059255
Document ID: 13227	Score: 12.511713925503734
Document ID: 3287	Score: 12.507621333322069
Document ID: 6126	Score: 12.504363422224463
Document ID: 10994	Score: 12.504363422224463
Document ID: 12216	Score: 12.504363422224463
Document ID: 12441	Score: 12.504363422224463
Document ID: 20545	Score: 12.504363422224463
Document ID: 19683	Score: 12.50220173337359
Document ID: 4367	Score: 12.499173145331746
Document ID: 8863	Score: 12.494456389054765
Document ID: 9437	Score: 12.494456389054765
Document ID: 11223	Score: 12.494456389054765
Document ID: 15345	Score: 12.494456389054765
Document ID: 20811	Score: 12.494456389054765
Document ID: 7094	Score: 12.489408274217517
Document ID: 2284	Score: 12.47965124154813
Document ID: 10969	Score: 12.47965124154813
Document ID: 12225	Score: 12.47965124154813
Document ID: 18147	Score: 12.47965124154813
Document ID: 21493	Score: 12.47965124154813
Document ID: 15020	Score: 12.477246394028517
Document ID: 967	Score: 12.46008374424306
Document ID: 5868	Score: 12.46008374424306
Document ID: 15370	Score: 12.46008374424306
Document ID: 16447	Score: 12.46008374424306
Document ID: 21546	Score: 12.46008374424306
Document ID: 8791	Score: 12.455036544819238
Document ID: 10949	Score: 12.455036544819238
Document ID: 15312	Score: 12.455036544819238
Document ID: 16547	Score: 12.455036544819238
Document ID: 18209	Score: 12.455036544819238
Document ID: 1491	Score: 12.44887539490142
Document ID: 11520	Score: 12.44887539490142
Document ID: 1208	Score: 12.445928531294124
Document ID: 10473	Score: 12.439743971218453
Document ID: 1864	Score: 12.432688181792747
Document ID: 12487	Score: 12.432688181792747
Document ID: 11413	Score: 12.430518756345185
Document ID: 16059	Score: 12.430518756345185
Document ID: 16997	Score: 12.430518756345185
Document ID: 685	Score: 12.425899701048976
Document ID: 12250	Score: 12.425899701048976
Document ID: 19067	Score: 12.425899701048976
Document ID: 8471	Score: 12.40887792063658
Document ID: 9465	Score: 12.40887792063658
Document ID: 7939	Score: 12.406097304957473
Document ID: 9373	Score: 12.406097304957473
Document ID: 11262	Score: 12.406097304957473
Document ID: 12190	Score: 12.406097304957473
Document ID: 16602	Score: 12.406097304957473
Document ID: 19108	Score: 12.406097304957473
Document ID: 1105	Score: 12.38177162396736
Document ID: 2663	Score: 12.38177162396736
Document ID: 5125	Score: 12.38177162396736
Document ID: 6117	Score: 12.38177162396736
Document ID: 7481	Score: 12.38177162396736
Document ID: 9528	Score: 12.38177162396736
Document ID: 18696	Score: 12.38177162396736
Document ID: 20540	Score: 12.38177162396736
Document ID: 12146	Score: 12.381720916076441
Document ID: 3942	Score: 12.380007299666506
Document ID: 7240	Score: 12.374973882602056
Document ID: 3269	Score: 12.358091244290183
Document ID: 5226	Score: 12.358091244290183
Document ID: 3899	Score: 12.357541151122023
Document ID: 5135	Score: 12.357541151122023
Document ID: 11962	Score: 12.357541151122023
Document ID: 19687	Score: 12.357541151122023
Document ID: 20982	Score: 12.357541151122023
Document ID: 4943	Score: 12.354246683274496
Document ID: 11492	Score: 12.351347857727882
Document ID: 1132	Score: 12.345115680552194
Document ID: 3957	Score: 12.34125460771758
Document ID: 11081	Score: 12.34125460771758
Document ID: 4107	Score: 12.333405328561238
Document ID: 5512	Score: 12.333405328561238
Document ID: 10435	Score: 12.333405328561238
Document ID: 13125	Score: 12.333405328561238
Document ID: 16456	Score: 12.333405328561238
Document ID: 17744	Score: 12.333405328561238
Document ID: 5793	Score: 12.327770981946395
Document ID: 11044	Score: 12.314780706939075
Document ID: 14184	Score: 12.314780706939075
Document ID: 9846	Score: 12.30936360277457
Document ID: 12282	Score: 12.30936360277457
Document ID: 14141	Score: 12.30936360277457
Document ID: 20354	Score: 12.30936360277457
Document ID: 18752	Score: 12.307718589761825
Document ID: 11763	Score: 12.303659255960593
Document ID: 15982	Score: 12.301817779879139
Document ID: 7959	Score: 12.291018835908687
Document ID: 1052	Score: 12.285415424559055
Document ID: 4942	Score: 12.285415424559055
Document ID: 6784	Score: 12.285415424559055
Document ID: 8472	Score: 12.285415424559055
Document ID: 10887	Score: 12.285415424559055
Document ID: 14071	Score: 12.285415424559055
Document ID: 15107	Score: 12.285415424559055
Document ID: 18547	Score: 12.285415424559055
Document ID: 19099	Score: 12.285415424559055
Document ID: 6112	Score: 12.281574643961116
Document ID: 19292	Score: 12.278833762288036
Document ID: 6473	Score: 12.277018616369562
Document ID: 4871	Score: 12.276547068679264
Document ID: 7687	Score: 12.27436433884106
Document ID: 2735	Score: 12.263092225482877
Document ID: 8414	Score: 12.263092225482877
Document ID: 6622	Score: 12.261560248977386
Document ID: 10041	Score: 12.261560248977386
Document ID: 11916	Score: 12.261560248977386
Document ID: 16489	Score: 12.261560248977386
Document ID: 1688	Score: 12.249176193148225
Document ID: 21347	Score: 12.245558296031612
Document ID: 12365	Score: 12.241190381168517
Document ID: 1232	Score: 12.237797535316577
Document ID: 2097	Score: 12.237797535316577
Document ID: 4926	Score: 12.237797535316577
Document ID: 10955	Score: 12.237797535316577
Document ID: 15861	Score: 12.237797535316577
Document ID: 17026	Score: 12.237797535316577
Document ID: 17605	Score: 12.237797535316577
Document ID: 15238	Score: 12.237410356947835
Document ID: 3261	Score: 12.234793272891077
Document ID: 12181	Score: 12.234793272891077
Document ID: 9440	Score: 12.218684356830373
Document ID: 401	Score: 12.214126747047107
Document ID: 7400	Score: 12.214126747047107
Document ID: 9596	Score: 12.214126747047107
Document ID: 10105	Score: 12.214126747047107
Document ID: 12463	Score: 12.214126747047107
Document ID: 14070	Score: 12.214126747047107
Document ID: 15306	Score: 12.214126747047107
Document ID: 18712	Score: 12.214126747047107
Document ID: 21065	Score: 12.214126747047107
Document ID: 10221	Score: 12.208195258847308
Document ID: 16840	Score: 12.208195258847308
Document ID: 5486	Score: 12.206804166198026
Document ID: 18853	Score: 12.205114408280785
Document ID: 20560	Score: 12.205114408280785
Document ID: 17148	Score: 12.199088612615013
Document ID: 2400	Score: 12.191764309642938
Document ID: 1316	Score: 12.190547351782536
Document ID: 2476	Score: 12.190547351782536
Document ID: 8248	Score: 12.190547351782536
Document ID: 9914	Score: 12.190547351782536
Document ID: 18149	Score: 12.190547351782536
Document ID: 18967	Score: 12.190547351782536
Document ID: 6558	Score: 12.183035387153259
Document ID: 7364	Score: 12.17537752965686
Document ID: 1046	Score: 12.167058821239603
Document ID: 1534	Score: 12.167058821239603
Document ID: 3936	Score: 12.167058821239603
Document ID: 6490	Score: 12.167058821239603
Document ID: 12029	Score: 12.167058821239603
Document ID: 13184	Score: 12.167058821239603
Document ID: 19498	Score: 12.167058821239603
Document ID: 2566	Score: 12.161368478502002
Document ID: 8776	Score: 12.161368478502002
Document ID: 14069	Score: 12.161368478502002
Document ID: 18098	Score: 12.161368478502002
Document ID: 3380	Score: 12.159034741026447
Document ID: 5295	Score: 12.159034741026447
Document ID: 21357	Score: 12.159034741026447
Document ID: 10317	Score: 12.148364751439898
Document ID: 1778	Score: 12.143660631198758
Document ID: 8482	Score: 12.143660631198758
Document ID: 14742	Score: 12.143660631198758
Document ID: 4772	Score: 12.142735766842765
Document ID: 16277	Score: 12.142735766842765
Document ID: 19259	Score: 12.12648043114418
Document ID: 18026	Score: 12.123160675192096
Document ID: 1297	Score: 12.120352261465172
Document ID: 2762	Score: 12.120352261465172
Document ID: 5252	Score: 12.120352261465172
Document ID: 6182	Score: 12.120352261465172
Document ID: 8143	Score: 12.120352261465172
Document ID: 10502	Score: 12.120352261465172
Document ID: 11841	Score: 12.120352261465172
Document ID: 15789	Score: 12.120352261465172
Document ID: 18339	Score: 12.120352261465172
Document ID: 19554	Score: 12.120352261465172
Document ID: 17862	Score: 12.118925721562185
Document ID: 2516	Score: 12.117935019650208
Document ID: 6018	Score: 12.117935019650208
Document ID: 4160	Score: 12.112357879468542
Document ID: 6689	Score: 12.110597814388788
Document ID: 5541	Score: 12.09713319583018
Document ID: 7646	Score: 12.09713319583018
Document ID: 9454	Score: 12.09713319583018
Document ID: 12826	Score: 12.09713319583018
Document ID: 16233	Score: 12.09713319583018
Document ID: 18588	Score: 12.09713319583018
Document ID: 21461	Score: 12.09713319583018
Document ID: 16044	Score: 12.094099976054343
Document ID: 4402	Score: 12.085550042280435
Document ID: 8100	Score: 12.085550042280435
Document ID: 6811	Score: 12.077974509419604
Document ID: 9544	Score: 12.077974509419604
Document ID: 18866	Score: 12.077974509419604
Document ID: 19688	Score: 12.077974509419604
Document ID: 9965	Score: 12.074810695736863
Document ID: 13435	Score: 12.074810695736863
Document ID: 16538	Score: 12.074810695736863
Document ID: 18303	Score: 12.074810695736863
Document ID: 17588	Score: 12.074810695736863
Document ID: 3409	Score: 12.074002922033182
Document ID: 4795	Score: 12.074002922033182
Document ID: 5834	Score: 12.074002922033182
Document ID: 9779	Score: 12.074002922033182
Document ID: 9971	Score: 12.074002922033182
Document ID: 12917	Score: 12.058413833135418
Document ID: 6433	Score: 12.050960931723957
Document ID: 7397	Score: 12.050960931723957
Document ID: 12858	Score: 12.050960931723957
Document ID: 17175	Score: 12.050960931723957
Document ID: 17507	Score: 12.050960931723957
Document ID: 21145	Score: 12.050960931723957
Document ID: 18	Score: 12.04585223678817
Document ID: 7893	Score: 12.04585223678817
Document ID: 1500	Score: 12.031992218092405
Document ID: 15207	Score: 12.031992218092405
Document ID: 1242	Score: 12.029855089063352
Document ID: 3779	Score: 12.029855089063352
Document ID: 3884	Score: 12.028006720425434
Document ID: 5065	Score: 12.028006720425434
Document ID: 7122	Score: 12.028006720425434
Document ID: 11829	Score: 12.028006720425434
Document ID: 17414	Score: 12.028006720425434
Document ID: 1981	Score: 12.023381574984754
Document ID: 1456	Score: 12.017791027341488
Document ID: 15363	Score: 12.013900374091119
Document ID: 17846	Score: 12.007649431537825
Document ID: 6760	Score: 12.00513978749687
Document ID: 9833	Score: 12.00513978749687
Document ID: 11451	Score: 12.00513978749687
Document ID: 14513	Score: 12.00513978749687
Document ID: 2594	Score: 12.00513978749687
Document ID: 4917	Score: 12.00513978749687
Document ID: 4766	Score: 11.997987923264509
Document ID: 438	Score: 11.989476344530242
Document ID: 439	Score: 11.989476344530242
Document ID: 1665	Score: 11.989476344530242
Document ID: 7755	Score: 11.989476344530242
Document ID: 12024	Score: 11.989476344530242
Document ID: 12672	Score: 11.989476344530242
Document ID: 20519	Score: 11.989476344530242
Document ID: 20818	Score: 11.989476344530242
Document ID: 1467	Score: 11.989476344530242
Document ID: 6514	Score: 11.989476344530242
Document ID: 17489	Score: 11.989476344530242
Document ID: 4017	Score: 11.986386554754032
Document ID: 130	Score: 11.982359636097446
Document ID: 260	Score: 11.982359636097446
Document ID: 12676	Score: 11.982359636097446
Document ID: 13568	Score: 11.982359636097446
Document ID: 15602	Score: 11.982359636097446
Document ID: 16333	Score: 11.982359636097446
Document ID: 16611	Score: 11.982359636097446
Document ID: 18577	Score: 11.982359636097446
Document ID: 6719	Score: 11.982117568868656
Document ID: 3868	Score: 11.966289144074906
Document ID: 5390	Score: 11.959665773150292
Document ID: 5480	Score: 11.959665773150292
Document ID: 7635	Score: 11.959665773150292
Document ID: 9172	Score: 11.959665773150292
Document ID: 13854	Score: 11.959665773150292
Document ID: 16391	Score: 11.959665773150292
Document ID: 20212	Score: 11.959665773150292
Document ID: 20341	Score: 11.959665773150292
Document ID: 20935	Score: 11.959665773150292
Document ID: 12878	Score: 11.956293139432438
Document ID: 21077	Score: 11.947259878528374
Document ID: 372	Score: 11.942465011719401
Document ID: 16844	Score: 11.939200511641971
Document ID: 15581	Score: 11.937412554530319
Document ID: 840	Score: 11.937057709306906
Document ID: 4733	Score: 11.937057709306906
Document ID: 4890	Score: 11.937057709306906
Document ID: 8766	Score: 11.937057709306906
Document ID: 11822	Score: 11.937057709306906
Document ID: 19833	Score: 11.937057709306906
Document ID: 9047	Score: 11.922156685072888
Document ID: 16636	Score: 11.917966417441662
Document ID: 1427	Score: 11.914534958911988
Document ID: 2444	Score: 11.914534958911988
Document ID: 6075	Score: 11.914534958911988
Document ID: 7164	Score: 11.914534958911988
Document ID: 13735	Score: 11.914534958911988
Document ID: 15156	Score: 11.914534958911988
Document ID: 15554	Score: 11.914534958911988
Document ID: 18785	Score: 11.914534958911988
Document ID: 3126	Score: 11.905339668428274
Document ID: 7616	Score: 11.905339668428274
Document ID: 10479	Score: 11.905339668428274
Document ID: 10849	Score: 11.905339668428274
Document ID: 12910	Score: 11.905339668428274
Document ID: 20429	Score: 11.905339668428274
Document ID: 20503	Score: 11.905339668428274
Document ID: 20619	Score: 11.905339668428274
Document ID: 21144	Score: 11.905339668428274
Document ID: 7977	Score: 11.903391435039033
Document ID: 9549	Score: 11.903391435039033
Document ID: 17103	Score: 11.903391435039033
Document ID: 1021	Score: 11.89209703996865
Document ID: 3497	Score: 11.89209703996865
Document ID: 3890	Score: 11.89209703996865
Document ID: 7876	Score: 11.89209703996865
Document ID: 10472	Score: 11.89209703996865
Document ID: 17653	Score: 11.89209703996865
Document ID: 10445	Score: 11.888837121958476
Document ID: 9639	Score: 11.87675497041177
Document ID: 496	Score: 11.87131593161842
Document ID: 6317	Score: 11.869743474104048
Document ID: 11053	Score: 11.869743474104048
Document ID: 12142	Score: 11.869743474104048
Document ID: 16240	Score: 11.869743474104048
